kn_gu,method,index,coordinate,vertical_u_over_Uw,vertical_rho,vertical_temperature,vertical_qx,horizontal_v_over_Uw,horizontal_qy
0.05,DSMC,35,0.22187500000000002,-0.10219099999999998,1.0039344531104522,1.0025716666666666,0.0009759405258948808,0.1483555,-0.004390358818943882
0.05,DSMC,36,0.22812500000000002,-0.10487199999999999,1.0032352315820399,1.0028266666666665,0.0017153105595603528,0.14648899999999998,-0.004398191676851473
0.05,DSMC,37,0.23437500000000003,-0.105563,1.0032106213005019,1.0035333333333334,0.0015635069758619747,0.1451745,-0.003806377300194138
0.05,DSMC,38,0.24062500000000003,-0.10817199999999999,1.0028211997867484,1.003355,0.0008282981479599109,0.142587,-0.0025503016048573756
0.05,DSMC,39,0.24687500000000004,-0.10772799999999999,1.0033438063535325,1.0024766666666665,-0.000544226953432218,0.140796,-0.0034371000115899844
0.05,DSMC,40,0.25312500000000004,-0.1098835,1.0028964782949834,1.00295,0.0016866702741110944,0.1406975,-0.0037140754621009285
0.05,DSMC,41,0.259375,-0.11193349999999999,1.0024969231358907,1.0029416666666666,0.00022044585486431846,0.138916,-0.003302808460213579
0.05,DSMC,42,0.265625,-0.1135055,1.0023564997647605,1.0031166666666667,0.0014351614028722073,0.13782599999999998,-0.0042326526173222835
0.05,DSMC,43,0.271875,-0.11654,1.0016152959913711,1.0031016666666668,0.0015584687697578416,0.13415649999999998,-0.002607971021202018
0.05,DSMC,44,0.278125,-0.11951649999999998,1.0019323343241293,1.0029716666666666,0.0007127081043277311,0.1319415,-0.002629143515871164
0.05,DSMC,45,0.284375,-0.120743,1.001793358616619,1.0036783333333332,0.0018016202613542539,0.1305335,-0.003646908705543331
0.05,DSMC,46,0.290625,-0.12266649999999998,1.0022276577025893,1.0034483333333333,0.0020010532160292943,0.127773,-0.003601338257216664
0.05,DSMC,47,0.29687500000000006,-0.12326849999999999,1.002375319391819,1.0030833333333335,0.0009639198864559804,0.126964,-0.004120684710982514
0.05,DSMC,48,0.30312500000000003,-0.1245975,1.002201599757431,1.0030983333333334,0.0027955092216545305,0.1238795,-0.003105598078969818
0.05,DSMC,49,0.309375,-0.1250275,1.0025765446349852,1.0034966666666667,0.0022838977150724266,0.1216115,-0.0037810883589496276
0.05,DSMC,50,0.315625,-0.127517,1.002637346507021,1.0039366666666667,0.0020552621876483335,0.1179205,-0.003925856357777436
0.05,DSMC,51,0.321875,-0.128382,1.0017716436623205,1.0041516666666668,0.0012171869545501966,0.1160635,-0.004128251811211099
0.05,DSMC,52,0.328125,-0.129469,1.0023434707921812,1.0040533333333332,0.0010492980376487287,0.1156625,-0.004414039226868083
0.05,DSMC,53,0.334375,-0.13164399999999998,1.0009884576439543,1.004025,0.0010721629891157645,0.11154049999999999,-0.0036267111219387554
0.05,DSMC,54,0.340625,-0.1324495,1.0013662978487483,1.004385,0.002561580920244307,0.10635049999999999,-0.004443888010394513
0.05,DSMC,55,0.34687500000000004,-0.13267949999999998,1.0018382361888358,1.00388,0.0007295100041569031,0.104768,-0.005312202271189832
0.05,DSMC,56,0.353125,-0.13188599999999998,1.002273982938426,1.00365,0.0018180510795400536,0.10027704999999999,-0.0041971110245665865
0.05,DSMC,57,0.359375,-0.13430849999999997,1.001689126835986,1.0042116666666665,0.0019713806718057855,0.09706965,-0.0023028014783976233
0.05,DSMC,58,0.36562500000000003,-0.13873,1.0020713100316399,1.0036966666666667,0.0007912725083756506,0.09214014999999999,-0.0020585296083755
0.05,DSMC,59,0.371875,-0.136784,1.001707946463045,1.0042399999999998,0.0016170781290513957,0.0900986,-0.004839545245451733
0.05,DSMC,60,0.378125,-0.1405395,1.001545808137616,1.0042216666666666,0.002442396993557169,0.08847314999999999,-0.004337808734731701
0.05,DSMC,61,0.384375,-0.141728,1.001238903450197,1.0041266666666666,0.0026881445180600974,0.08313585000000001,-0.0035516835329810386
0.05,DSMC,62,0.39062500000000006,-0.14343399999999998,1.0012533800863959,1.0037666666666665,0.0017666773227386372,0.08026889999999999,-0.003260944632146755
0.05,DSMC,63,0.39687500000000003,-0.143862,1.0006598380022367,1.00337,0.0019920244485661684,0.0759631,-0.003419785199440328
0.05,DSMC,64,0.403125,-0.1440475,1.000280550133823,1.0035683333333334,0.0022427975906515922,0.07001935,-0.002361511545864275
0.05,DSMC,65,0.409375,-0.146028,0.9991774304554585,1.00489,0.002941818615020583,0.0670356,-0.003341693004826266
0.05,DSMC,66,0.415625,-0.1464685,0.9993033771903899,1.0047583333333334,0.0023094202433295383,0.06405915,-0.002933964776243596
0.05,DSMC,67,0.421875,-0.14679,0.9989877865212514,1.0049000000000001,0.001881541987779589,0.060478000000000004,-0.0036008626908437032
0.05,DSMC,68,0.428125,-0.1489665,0.9995074977607958,1.0048933333333334,0.0024492185735599057,0.05557825,-0.0035972819558002327
0.05,DSMC,69,0.43437500000000007,-0.1500655,1.000523757621966,1.0044683333333333,0.0030268568761291272,0.05218655,-0.001942432666938729
0.05,DSMC,70,0.44062500000000004,-0.14946299999999998,1.000570082857803,1.00494,0.00259225355257566,0.04936635,-0.0017938559409533539
0.05,DSMC,71,0.446875,-0.150175,1.0000894585359958,1.005155,0.0026882326377115576,0.043360499999999996,-0.0022458300256415313
0.05,DSMC,72,0.453125,-0.15238899999999997,1.0001386790990725,1.0053116666666666,0.003319187525588204,0.039753500000000004,-0.003179137424925093
0.05,DSMC,73,0.45937500000000003,-0.1503695,1.0007409071649511,1.0045866666666667,0.0023810475327205845,0.03726205,-0.003202382829490497
0.05,DSMC,74,0.465625,-0.15061149999999998,0.9997463622580793,1.005115,0.0021054232501987,0.033086849999999994,-0.0016076521237943851
0.05,DSMC,75,0.471875,-0.150953,0.9989110603493967,1.0050033333333332,0.0022250519713170186,0.0268111,-0.001772957596310974
0.05,DSMC,76,0.478125,-0.151439,0.9987590556693071,1.0051700000000001,0.0018492300501861472,0.02548885,-0.002354383645168367
0.05,DSMC,77,0.48437500000000006,-0.152086,0.9986982537972713,1.0053166666666666,0.0012866825876106766,0.020109299999999997,-0.0031040077290696516
0.05,DSMC,78,0.490625,-0.1522455,0.9983117276107578,1.0058099999999999,0.0022203760348911113,0.015031049999999999,-0.003779409889398001
0.05,DSMC,79,0.496875,-0.1499185,0.9977703014169149,1.0054400000000001,0.002309765728312248,0.01107945,-0.0019374266315010022
0.05,DSMC,80,0.5031249999999999,-0.15212349999999997,0.9976038201006264,1.0057500000000001,0.002924716409014133,0.0047373549999999995,-0.001517842812985342
0.05,DSMC,81,0.509375,-0.15087499999999998,0.9982625070476812,1.005515,0.002327665207355721,-1.8601499999999974e-05,-0.0023498377901327106
0.05,DSMC,82,0.5156250000000001,-0.15403150000000002,0.9976718602907617,1.0059166666666666,0.0031656439284546397,-0.00285398,-0.0016603420804692022
0.05,DSMC,83,0.521875,-0.150799,0.9969494761444313,1.0063983333333333,0.0012726813541008566,-0.00699183,-0.00307631298146781
0.05,DSMC,84,0.5281250000000001,-0.148451,0.9971376724150184,1.0060683333333333,0.0027783300857936307,-0.0071774199999999995,-0.002275492778792656
0.05,DSMC,85,0.534375,-0.1485125,0.9963950209780092,1.006625,0.0025249455248308,-0.013937400000000003,-0.0009444398485847253
0.05,DSMC,86,0.540625,-0.148399,0.9950067115665245,1.0061233333333335,0.002467909730741896,-0.0184735,-0.0026668321509283168
0.05,DSMC,87,0.546875,-0.1452635,0.9960808779724909,1.0061633333333333,0.0033293982153606,-0.02321105,-0.0024317037437886803
0.05,DSMC,88,0.553125,-0.14632900000000001,0.9960910116178301,1.0067,0.003460290865894961,-0.0272792,-0.0026584467967933146
0.05,DSMC,89,0.5593750000000001,-0.14462899999999998,0.9959404546013604,1.006585,0.003485244113229146,-0.034356950000000004,-0.00033924247470241856
0.05,DSMC,90,0.565625,-0.142348,0.996910389226694,1.0067300000000001,0.0036822964385901285,-0.0379097,-0.0003199883308583199
0.05,DSMC,91,0.571875,-0.14160899999999998,0.9950081592301444,1.0078116666666666,0.003783326318351797,-0.03987645,-0.0017033542614542643
0.05,DSMC,92,0.578125,-0.140181,0.9947692947328608,1.0073400000000001,0.003925884332269964,-0.042615400000000005,-0.002039060760301256
0.05,DSMC,93,0.5843750000000001,-0.137903,0.9944015881734061,1.0077216666666666,0.004140574575169292,-0.0484826,-0.002260038270396052
0.05,DSMC,94,0.590625,-0.13784749999999998,0.9949212994129504,1.0068783333333333,0.004610518075132261,-0.051069949999999996,-0.0015713608146389617
0.05,DSMC,95,0.596875,-0.1336775,0.9940005853506935,1.006975,0.0033620304608934773,-0.05572864999999999,-0.0009687888468803244
0.05,DSMC,96,0.603125,-0.133031,0.9933694040124168,1.0074550000000002,0.004549044127803929,-0.06277289999999999,-0.001988621351550245
0.05,DSMC,97,0.609375,-0.1320345,0.9937139479539533,1.007625,0.0031204147689368033,-0.0667859,2.5598059386934628e-05
0.05,DSMC,98,0.6156250000000001,-0.12613149999999998,0.9933592703670775,1.0081533333333335,0.004568402476632693,-0.0728066,-0.00016644123691318978
0.05,DSMC,99,0.621875,-0.1224975,0.9934939030837282,1.0078366666666667,0.0037144391305037813,-0.07478979999999999,-0.001149302652259278
0.05,DSMC,100,0.628125,-0.11908300000000001,0.9930422320343193,1.0081333333333333,0.0043972265568592885,-0.07785869999999999,-0.0010699096437427056
0.05,DSMC,101,0.634375,-0.11686999999999999,0.9914903366337857,1.0087283333333332,0.004293371253352381,-0.08033104999999999,-0.00045154397686557356
0.05,DSMC,102,0.640625,-0.112292,0.9923212955516088,1.0085283333333332,0.004649052938588359,-0.0872524,0.0008220038871413105
0.05,DSMC,103,0.646875,-0.1089525,0.9918102702937839,1.0084016666666669,0.0038734601332741543,-0.09008599999999999,-0.0004635167799222526
0.05,DSMC,104,0.6531250000000001,-0.10453149999999999,0.9911139440926116,1.0090249999999998,0.005158832115909936,-0.09522199999999999,-0.0011445288051095265
0.05,DSMC,105,0.659375,-0.10263649999999999,0.9899152786153338,1.009025,0.005879427068915836,-0.0962187,-0.0016223513208927566
0.05,DSMC,106,0.665625,-0.09510669999999997,0.9904900010724345,1.0087483333333334,0.003796782049257338,-0.10315850000000001,0.0019898186598304056
0.05,DSMC,107,0.6718750000000001,-0.08913965,0.9907433422059171,1.009845,0.005582156124076471,-0.102912,-0.0017290418392172861
0.05,DSMC,108,0.678125,-0.08488905,0.9900339870321657,1.0096116666666668,0.00580357423242857,-0.10747099999999998,-0.0007287593086499379
0.05,DSMC,109,0.6843750000000001,-0.07839419999999998,0.9900050337597677,1.0095033333333334,0.004150967099143114,-0.11124749999999999,-0.0008434980884745177
0.05,DSMC,110,0.6906249999999999,-0.07424475,0.9896156122460144,1.0100600000000002,0.0039032669550617934,-0.114368,6.298456992479435e-06
0.05,DSMC,111,0.696875,-0.06544409999999999,0.9894433402752463,1.00971,0.004329640182913784,-0.12070349999999999,0.0009716689607584532
0.05,DSMC,112,0.7031250000000001,-0.059043849999999995,0.9884560336864738,1.0106933333333332,0.005725875079434513,-0.1219655,0.0017519137843074535
0.05,DSMC,113,0.709375,-0.05351869999999999,0.9881578149807744,1.0103016666666667,0.005416896809472552,-0.12460650000000001,0.0005416169472666847
0.05,DSMC,114,0.7156250000000001,-0.045953249999999994,0.9871994616644001,1.0106933333333332,0.004289930390771547,-0.127741,4.295287506090491e-05
0.05,DSMC,115,0.721875,-0.0346949,0.9876569233682888,1.0106466666666667,0.005462733015478226,-0.130263,0.0004557503614344129
0.05,DSMC,116,0.728125,-0.030939199999999997,0.9865205074266667,1.012015,0.006008067772801764,-0.135063,0.001022629953922632
0.05,DSMC,117,0.734375,-0.02071305,0.9868838709952618,1.0116966666666667,0.004661781332688195,-0.135606,0.00046870646790341994
0.05,DSMC,118,0.7406250000000001,-0.010195725,0.9868592607137234,1.0113933333333334,0.005830765439164923,-0.13779750000000002,0.00017861167975957278
0.05,DSMC,119,0.7468750000000001,-0.003146955,0.987128526147025,1.0120466666666665,0.005995409314933246,-0.14084549999999998,0.0004121076353877894
0.05,DSMC,120,0.753125,0.007600564999999999,0.9871241831561652,1.0123666666666666,0.0049432047275109504,-0.1424035,0.0004997629102722448
0.05,DSMC,121,0.759375,0.0163361,0.9858256288891143,1.0127716666666666,0.0059143672100822,-0.145241,0.0028099482559723996
0.05,DSMC,122,0.765625,0.026111649999999997,0.9855317531742744,1.0131350000000001,0.0056472108064482725,-0.1467825,0.0015788957442011396
0.05,DSMC,123,0.7718750000000001,0.03614015,0.9859863195509233,1.01342,0.006855638947388229,-0.14815699999999998,0.0018601345073732158
0.05,DSMC,124,0.778125,0.046139000000000006,0.9854970092473969,1.01287,0.005916703080208214,-0.148931,0.0017696468151203902
0.05,DSMC,125,0.784375,0.059556300000000006,0.9846863176202525,1.0139799999999999,0.005671604563931915,-0.15038999999999997,0.000998068349483827
0.05,DSMC,126,0.790625,0.0724852,0.9844764063953668,1.0137283333333333,0.005250630413137657,-0.1525345,0.0009942666159493923
0.05,DSMC,127,0.796875,0.08208214999999998,0.9849874316531919,1.0139933333333333,0.006300694951881628,-0.1550615,0.0015407231504232675
0.05,DSMC,128,0.8031250000000001,0.09653569999999999,0.9843200587244176,1.0146433333333333,0.007073182588525323,-0.15657200000000002,0.0021428335390552074
0.05,DSMC,129,0.8093750000000001,0.1133715,0.9838321960845111,1.0148983333333335,0.004571353785594302,-0.157279,0.0011936170458714777
0.05,DSMC,130,0.815625,0.1245885,0.984912153144957,1.014875,0.005504568869052524,-0.1577535,0.0011520217729329135
0.05,DSMC,131,0.821875,0.138784,0.9834369839162782,1.0152766666666666,0.005511072938565077,-0.15664400000000003,0.002030117315040338
0.05,DSMC,132,0.828125,0.155267,0.9843996802235122,1.015085,0.00618106203458943,-0.156088,0.001927568420334448
0.05,DSMC,133,0.834375,0.16940299999999994,0.9832893222270483,1.0153916666666667,0.006783408807683224,-0.157145,0.0021782772210870594
0.05,DSMC,134,0.8406250000000001,0.18620899999999996,0.9830330857663259,1.01579,0.005526249100761036,-0.157249,0.0011724221716083107
0.05,DSMC,135,0.846875,0.20489,0.9828434418321189,1.0162183333333332,0.004930644180366276,-0.1591885,0.0025405804687042037
0.05,DSMC,136,0.853125,0.219628,0.9834572512069568,1.0160566666666666,0.004330689226383551,-0.15710499999999997,0.0029442537945950685
0.05,DSMC,137,0.8593750000000001,0.2354325,0.984010258709759,1.016295,0.0055193394011068386,-0.1560565,0.001992274820274286
0.05,DSMC,138,0.865625,0.25386200000000003,0.9836975633678603,1.0163883333333334,0.00571209764186491,-0.156057,0.003297891943151939
0.05,DSMC,139,0.8718750000000001,0.272379,0.9830142661392672,1.0159333333333334,0.0038214415644199883,-0.152185,0.0016906412533253183
0.05,DSMC,140,0.878125,0.291549,0.9830243997846065,1.01655,0.004578641140897615,-0.15322249999999998,0.0014106599435923356
0.05,DSMC,141,0.884375,0.310979,0.9830533530570045,1.0163183333333334,0.004794450363498027,-0.148677,0.0006771154581231723
0.05,DSMC,142,0.8906250000000001,0.3317535,0.9831517941831578,1.01665,0.004522048742515265,-0.1473495,0.0020989765283958265
0.05,DSMC,143,0.896875,0.3509525,0.9832401016639718,1.016105,0.004151862282903982,-0.1450695,0.0007794420954859346
0.05,DSMC,144,0.9031250000000001,0.3734945,0.9842737334885807,1.016245,0.002825044690864656,-0.14235649999999997,0.001980066751735454
0.05,DSMC,145,0.909375,0.39579749999999997,0.9841463390900296,1.01626,0.002218034569866592,-0.1376795,0.0008290982184461863
0.05,DSMC,146,0.915625,0.416372,0.9848947811815182,1.0157383333333332,0.0022509213832814664,-0.1345195,0.0017496520465866362
0.05,DSMC,147,0.921875,0.4422795,0.9841680540443281,1.0167966666666666,0.0009720744510276337,-0.1328935,0.002721046717445861
0.05,DSMC,148,0.9281250000000001,0.46251499999999995,0.9844691680772675,1.0165333333333333,0.0005716195905020132,-0.1268415,0.00142084825377071
0.05,DSMC,149,0.934375,0.485216,0.9854448933570805,1.01524,0.00018701899387120867,-0.12329999999999998,-2.5341421392490885e-05
0.05,DSMC,150,0.940625,0.5123205,0.9851119307245033,1.0152583333333334,7.589204273854324e-05,-0.11869149999999999,0.00205401592400625
0.05,DSMC,151,0.9468750000000001,0.53821,0.9847615961284875,1.015695,-0.00015978470641636318,-0.113161,0.0014986299315177208
0.05,DSMC,152,0.953125,0.565423,0.986209259748388,1.01497,-0.0009115166683295662,-0.10954749999999999,0.0007683432155758025
0.05,DSMC,153,0.9593750000000001,0.5916895,0.9860963419860358,1.0145433333333334,-0.0028243774992178844,-0.10525949999999999,0.0013817175336237845
0.05,DSMC,154,0.965625,0.6213215,0.9861108186222347,1.0143816666666665,-0.004566024644767887,-0.09582795,-1.7187528208658124e-05
0.05,DSMC,155,0.9718749999999999,0.6506359999999999,0.9867463429513712,1.0141483333333334,-0.005769151619373957,-0.088053,-0.00013208716136526877
0.05,DSMC,156,0.9781250000000001,0.6822659999999999,0.9872284149367981,1.013595,-0.007239043354718575,-0.08182819999999999,0.0005484581094141901
0.05,DSMC,157,0.984375,0.7134520000000001,0.988904809408643,1.0127183333333334,-0.008587134149600145,-0.0741281,0.0002941688533630332
0.05,DSMC,158,0.990625,0.7515389999999998,0.9901961253575946,1.0116966666666667,-0.009629729498839376,-0.06409524999999999,-0.0018412167568017557
0.05,DSMC,159,0.9968750000000002,0.7938715,0.9911385543741499,1.009825,-0.013964195281714087,-0.050650249999999994,-0.003550578540526218
0.05,R13,0,0.003125,-0.02778755973848093,1.005569030545242,1.0006858570198907,0.002103306409384438,0.06523621590561615,-0.0049064031891808985
0.05,R13,1,0.009375,-0.030555738258938054,1.0054831280948275,1.000775340123742,0.002050079677714892,0.07122442478693052,-0.004933830268332773
0.05,R13,2,0.015625,-0.033323916779395175,1.0053972256444133,1.0008648232275936,0.0019968529460453457,0.0772126336682449,-0.004961257347484647
0.05,R13,3,0.021875,-0.0360920952998523,1.0053113231939985,1.0009543063314452,0.0019436262143757996,0.08320084254955927,-0.004988684426636522
0.05,R13,4,0.028125,-0.03886027382030942,1.005225420743584,1.0010437894352966,0.0018903994827062535,0.08918905143087365,-0.0050161115057883975
0.05,R13,5,0.034375,-0.0415556291599228,1.0051485542444762,1.001123149079275,0.0018416216593651895,0.09484137476728341,-0.005035977627120107
0.05,R13,6,0.040625,-0.044037213226736725,1.005098212634687,1.0011727914700783,0.0018059035346657975,0.0995077115041343,-0.005033648678721657
0.05,R13,7,0.046875,-0.046518797293550664,1.0050478710248982,1.0012224338608817,0.0017701854099664064,0.10417404824098525,-0.005031319730323207
0.05,R13,8,0.053125000000000006,-0.049002040796973366,1.004998925067741,1.001270831520604,0.0017341669205365898,0.108816010914709,-0.005028120630904777
0.05,R13,9,0.059375000000000004,-0.0514862541010116,1.0049507947517318,1.001318501740084,0.0016979728932773044,0.1134437290060856,-0.0050244130016694755
0.05,R13,10,0.065625,-0.05396863206077807,1.0049026013672488,1.001366202638626,0.0016618827054920467,0.11806107881078508,-0.005020568806317531
0.05,R13,11,0.07187500000000001,-0.05622893336366253,1.0048467766974176,1.0014176157036077,0.001638357094064086,0.12142386592754874,-0.005000200110851723
0.05,R13,12,0.07812500000000001,-0.05848923466654699,1.0047909520275864,1.001469028768589,0.001614831482636125,0.12478665304431241,-0.004979831415385917
0.05,R13,13,0.084375,-0.060752138617145894,1.0047370503504978,1.001518695144365,0.0015912846779907448,0.1281305934101313,-0.004958786351527031
0.05,R13,14,0.09062500000000001,-0.06301919572899128,1.004686217278849,1.001565574250133,0.0015677040543813974,0.13144445917337877,-0.004936661976402594
0.05,R13,15,0.096875,-0.06528625284083665,1.0046353842072002,1.0016124533559008,0.00154412343077205,0.1347583249366262,-0.004914537601278156
0.05,R13,16,0.10312500000000001,-0.06741968239555772,1.0045761080010682,1.0016645129590365,0.0015278002164983812,0.13717541455688328,-0.004886546730342783
0.05,R13,17,0.109375,-0.06951144314214325,1.0045141989895598,1.0017181879860821,0.0015137400653508918,0.13931286430459505,-0.0048567265220039995
0.05,R13,18,0.115625,-0.07160455274848365,1.0044533799473268,1.0017708636594644,0.0014997374389287014,0.14144315786356068,-0.004826645259444271
0.05,R13,19,0.121875,-0.07370599354742766,1.0043992930682677,1.001817366854335,0.0014860901122804183,0.1435292514332122,-0.0047949516031669396
0.05,R13,20,0.128125,-0.07580743434637165,1.0043452061892084,1.0018638700492055,0.001472442785632135,0.14561534500286372,-0.0047632579468896066
0.05,R13,21,0.13437500000000002,-0.07783755976171476,1.0042834879483329,1.0019153958697,0.0014626320207457345,0.14715114160351253,-0.004730508819152495
0.05,R13,22,0.140625,-0.0798008977543205,1.00421462287655,1.0019716254189528,0.0014564142263982403,0.14817158072525402,-0.004696771234016543
0.05,R13,23,0.146875,-0.08176423574692628,1.0041457578047674,1.002027854968206,0.0014501964320507458,0.14919201984699554,-0.00466303364888059
0.05,R13,24,0.15312499999999998,-0.08373677421706913,1.0040864539409315,1.0020752642075856,0.0014447744815534267,0.15016664026802867,-0.004627481115177423
0.05,R13,25,0.15937500000000002,-0.08571040999187238,1.0040282904046487,1.0021216214834023,0.0014394474482125504,0.15113579607338104,-0.004591712119718533
0.05,R13,26,0.16562500000000002,-0.08765425169898577,1.003965064935205,1.002171395070552,0.0014357464596360886,0.15185041873790575,-0.004556248635952109
0.05,R13,27,0.171875,-0.0895177397083901,1.0038881875854175,1.0022303823458407,0.0014364308645151685,0.15187857323474388,-0.004521609107962334
0.05,R13,28,0.178125,-0.09138122771779444,1.0038113102356299,1.0022893696211297,0.0014371152693942488,0.151906727731582,-0.004486969579972558
0.05,R13,29,0.184375,-0.09324956606230145,1.0037432602866359,1.0023401742683038,0.0014386819104889761,0.15190076661027294,-0.0044508905796924745
0.05,R13,30,0.19062500000000002,-0.09512054446262382,1.0036800151254148,1.0023865250799218,0.001440728756106144,0.1518762362284534,-0.004414028069178424
0.05,R13,31,0.196875,-0.0969893180934766,1.0036162080429505,1.0024332586481313,0.0014428992816636677,0.15183179494647425,-0.004377228425354077
0.05,R13,32,0.203125,-0.09877063586870358,1.0035301114178292,1.002495174894464,0.0014499757781886512,0.15099755462483005,-0.004342922493554598
0.05,R13,33,0.209375,-0.10055195364393052,1.0034440147927075,1.002557091140797,0.0014570522747136348,0.1501633143031859,-0.004308616561755119
0.05,R13,34,0.215625,-0.10233330532594216,1.0033645930455481,1.0026127951133224,0.0014648603030026496,0.1493057527969015,-0.004273352119703673
0.05,R13,35,0.22187500000000002,-0.10411470752214316,1.0032951155043317,1.002659244065685,0.001473758164327875,0.14841344748492852,-0.0042366596929911335
0.05,R13,36,0.22812500000000002,-0.10589610971834418,1.0032256379631153,1.002705693018048,0.0014826560256531,0.14752114217295556,-0.004199967266278595
0.05,R13,37,0.23437500000000003,-0.10761892613988597,1.0031349912384737,1.0027666060632487,0.0014949292675047318,0.14610113802806918,-0.00416547807944076
