model,samples,particles,mean_rate_ratio_to_all_pairs,standard_error,z_score_from_unity,pass_abs_bias_le_0p01
sbt,5000,20,1.000098279269109,0.0005231433695749223,0.18786297375604538,True
gbt,5000,20,0.9998988988688209,0.0006779693320631259,-0.14912345794677023,True
ssbt,5000,20,1.0004904195181925,0.00045641229119875555,1.074509884263708,True
sgbt,5000,20,1.000935842268569,0.0007110030744082895,1.31622816026196,True
